dataset,model,accuracy,auc_roc,train_time_sec,inference_time_per_sample_ms,best_params,best_on_dataset
divorce,LightGBM,0.9411764705882352,0.9965397923875432,0.0201926000299863,0.0429970592342536,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.03, ""min_child_samples"": 5, ""n_estimators"": 200, ""num_leaves"": 15, ""reg_lambda"": 1.0, ""subsample"": 0.8}",True
divorce,Random Forest,0.9411764705882352,0.9896193771626296,0.1383210000349208,0.8406911767772672,"{""class_weight"": null, ""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1, ""n_estimators"": 200}",False
divorce,XGBoost,0.9411764705882352,0.9965397923875432,0.0435149000259116,0.0799676465034923,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.03, ""max_depth"": 3, ""n_estimators"": 200, ""reg_lambda"": 1.0, ""subsample"": 0.8}",False
german_credit,LightGBM,0.75,0.7691666666666667,0.3094921999727376,0.0113280001096427,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.03, ""min_child_samples"": 5, ""n_estimators"": 500, ""num_leaves"": 31, ""reg_lambda"": 1.0, ""subsample"": 0.8}",False
german_credit,Random Forest,0.77,0.7855357142857143,0.1594104999676346,0.1314734999323263,"{""class_weight"": null, ""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1, ""n_estimators"": 200}",True
german_credit,XGBoost,0.75,0.7757142857142857,0.0888422999996692,0.0162210001144558,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.1, ""max_depth"": 5, ""n_estimators"": 200, ""reg_lambda"": 1.0, ""subsample"": 0.8}",False
wine,LightGBM,1.0,1.0,0.0600139999878592,0.0335916669832335,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.03, ""min_child_samples"": 5, ""n_estimators"": 200, ""num_leaves"": 15, ""reg_lambda"": 1.0, ""subsample"": 0.8}",True
wine,Random Forest,1.0,1.0,0.276068499952089,1.244627778457167,"{""class_weight"": null, ""max_depth"": null, ""max_features"": ""sqrt"", ""min_samples_leaf"": 1, ""n_estimators"": 200}",False
wine,XGBoost,1.0,1.0,0.0766808000043965,0.0614555562303091,"{""colsample_bytree"": 0.8, ""learning_rate"": 0.03, ""max_depth"": 3, ""n_estimators"": 200, ""reg_lambda"": 1.0, ""subsample"": 0.8}",False
